"AnimalNumber","AnimalType","AnimalName","Age","ColorAndBreed","Stage","Location","SubLocation","DateOfBirth","Sex","AnimalWeight","NumberOfPictures","IntakeDateTime","ARN","MicrochipNumber"
"A0057625627","Dog","Kimble","03 year(s) 02 month(s) 21 day(s)"," Grey / White Terrier, American Pit Bull / Mix","Priority","Dogs 306","A4","1/12/2023 12:00 AM","S","50.2","3","2/13/2026 04:54 PM","L2-H/OA","941010002414646"
"A0057639779","Dog","Betty Lou","07 year(s) 02 month(s) 18 day(s)"," Brown / Black Terrier, Pit Bull / Mix","Available","Foster","Foster Home","1/15/2019 12:00 AM","S","56.4","3","1/14/2025 02:20 PM","L1","941010002918275"
"A0057656410","Dog","Magenta","03 year(s) 02 month(s) 16 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","1/17/2023 12:00 AM","S","51.4","3","1/16/2025 11:24 AM","L3-JM","941010003034586"
"A0057663603","Dog","Stormee","04 year(s) 02 month(s) 17 day(s)"," Grey / Brown Terrier, Pit Bull / Mix","Available","Foster","Foster Home","1/16/2022 12:00 AM","S","69.2","3","1/16/2025 08:55 PM","L1","941010002945189"
"A0057745959","Dog","Rhino","01 year(s) 04 month(s) 20 day(s)"," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 303","B6","11/13/2024 12:00 AM","N","48","3","3/9/2026 03:18 PM","L1","941010002958564"
"A0057747654","Dog","Mimo","02 year(s) 02 month(s) 02 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","1/31/2024 12:00 AM","S","49","3","1/29/2025 02:43 PM","L2-JM/SF","941010003968916"
"A0057774743","Dog","Rosie","03 year(s) 02 month(s) 00 day(s)"," Brindle / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","2/2/2023 12:00 AM","S","44.6","3","2/1/2025 01:51 PM","L1",""
"A0057782104","Dog","T-Rex","02 year(s) 00 month(s) 29 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","3/4/2024 12:00 AM","N","46.6","3","2/3/2025 12:59 PM","L1","941010003063741"
"A0057802551","Dog","Macon","04 year(s) 01 month(s) 28 day(s)"," Brown / White Terrier, Pit Bull / Mix","Available","Dogs 066","A5","2/5/2022 12:00 AM","N","68","3","2/12/2026 01:00 PM","L1","941010002984132"
"A0057806990","Dog","Tiana","05 year(s) 01 month(s) 26 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","2/7/2021 12:00 AM","S","45","3","10/4/2025 11:29 AM","L1","941010002696150"
"A0057809416","Dog","Laverne","13 year(s) 01 month(s) 26 day(s)"," Brown / Black Dutch Shepherd / Mix","Available","Foster","Foster Home","2/7/2013 12:00 AM","S","53.4","3","2/6/2025 11:27 PM","L1","941010003705326"
"A0057820399","Dog","Firefighter","01 year(s) 03 month(s) 20 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/13/2024 12:00 AM","S","33.4","1","9/20/2025 04:20 PM","L1","941010002850426"
"A0057867271","Dog","Damsel","05 year(s) 01 month(s) 14 day(s)"," Tan / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","2/19/2021 12:00 AM","S","43","3","2/18/2025 11:02 AM","L2-BR","941010002433385"
"A0057877022","Dog","Simone","02 year(s) 07 month(s) 12 day(s)"," White Retriever, Labrador / Mix","Available","Foster","Foster Home","8/21/2023 12:00 AM","S","49","3","10/3/2025 01:34 PM","L1","941010003722775"
"A0057910108","Dog","Chestnut","01 year(s) 04 month(s) 23 day(s)"," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Puppy 47","1","11/10/2024 12:00 AM","S","58.6","2","3/8/2026 01:33 PM","L2-A/SF","941010002420323"
"A0057918810","Dog","MidKnight","04 year(s) 01 month(s) 07 day(s)"," Brown / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","2/26/2022 12:00 AM","N","62","3","2/26/2025 06:32 PM","L2-A","941010003002826"
"A0057938358","Dog","Rocky","04 year(s) 01 month(s) 01 day(s)"," Brindle / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","3/1/2022 12:00 AM","N","54","3","2/28/2025 11:01 PM","L1","941010002292845"
"A0057949153","Dog","Tommy Rudford","01 year(s) 03 month(s) 28 day(s)"," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/5/2024 12:00 AM","N","56","3","9/19/2025 02:51 PM","L1","941010002255357"
"A0057949234","Dog","Ophelia","04 year(s) 00 month(s) 29 day(s)"," Brown / Tan Chihuahua, Short Coat / Mix","Court","Foster","Foster Home","3/4/2022 12:00 AM","F","11.4","1","3/3/2025 03:42 PM","L2-SF",""
"A0057949256","Dog","Gertrude","01 year(s) 08 month(s) 29 day(s)"," Tan / White Chihuahua, Short Coat / Mix","Court","Foster","Foster Home","7/4/2024 12:00 AM","F","10","1","3/3/2025 03:42 PM","L1",""
"A0057949290","Dog","Waldorf","04 year(s) 00 month(s) 29 day(s)"," White / Brown Terrier, Fox, Wire / Mix","Court","Foster","Foster Home","3/4/2022 12:00 AM","N","10.2","2","3/3/2025 03:42 PM","L1","941010001700791"
"A0057949305","Dog","Iago","06 year(s) 10 month(s) 24 day(s)"," Black / Tan Miniature Pinscher / Mix","Court","Foster","Foster Home","5/9/2019 12:00 AM","N","11.2","1","3/3/2025 03:42 PM","L1",""
"A0057949322","Dog","Desdemona","02 year(s) 00 month(s) 29 day(s)"," Brown Terrier, Yorkshire / Mix","Court","Foster","Foster Home","3/4/2024 12:00 AM","F","9","1","3/3/2025 03:42 PM","L1- OD",""
"A0057949341","Dog","Darla","13 year(s) 00 month(s) 29 day(s)"," Brown / Black Chihuahua, Short Coat / Mix","Court","Foster","Foster Home","3/4/2013 12:00 AM","S","12.4","1","3/3/2025 03:42 PM","L1","985112008409096"
"A0057949359","Dog","Mr. Jingles","04 year(s) 00 month(s) 29 day(s)"," Beige / White Chihuahua, Short Coat / Mix","Court","Foster","Foster Home","3/4/2022 12:00 AM","N","16.6","1","3/3/2025 03:42 PM","L2-SF","985113006764394"
"A0057949368","Dog","Horatio","05 year(s) 00 month(s) 29 day(s)"," Black / White Papillon / Mix","Court","Foster","Foster Home","3/4/2021 12:00 AM","M","12","1","3/3/2025 03:42 PM","L2-SF",""
"A0057959234","Dog","Gracie","01 year(s) 03 month(s) 28 day(s)"," Tan Mixed Breed, Small (under 24 lbs fully grown) / Mix","Microchip","Dog Pre/Post Op 135","8","12/5/2024 12:00 AM","S","20","2","3/31/2026 01:31 PM","L1","941010002347181"
"A0057985936","Dog","Lana","03 year(s) 00 month(s) 22 day(s)"," White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","3/11/2023 12:00 AM","S","46.2","3","3/10/2025 08:47 AM","L2-BR","941010002313465"
"A0057985953","Dog","Suzuki","03 year(s) 00 month(s) 22 day(s)"," White / Black Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","3/11/2023 12:00 AM","N","49.2","3","3/10/2025 08:48 AM","L1","941010002538281"
"A0058000573","Dog","Goobie Loobie","04 year(s) 00 month(s) 21 day(s)"," Tan / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","3/12/2022 12:00 AM","N","71.4","3","2/3/2026 11:28 AM","L2-OA/JM","941010003049732"
"A0058006328","Dog","Scooch Ova","04 year(s) 00 month(s) 19 day(s)"," White / Brown Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","3/14/2022 12:00 AM","N","65.8","3","3/12/2025 10:29 PM","L1","941010002415736"
"A0058006377","Dog","Chappell","04 year(s) 00 month(s) 21 day(s)"," Grey Retriever, Labrador / Mix","Available","Foster","Foster Home","3/12/2022 12:00 AM","S","47","3","3/12/2025 11:20 PM","L1","941010002405118"
"A0058042308","Dog","Ghost","01 year(s) 09 month(s) 14 day(s)"," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","6/19/2024 12:00 AM","N","28","3","3/19/2025 11:43 AM","L3-BR/RG/BH","941010003032416"
"A0058070653","Dog","Aioli","05 year(s) 00 month(s) 06 day(s)","Brindle Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","3/27/2021 12:00 AM","N","56","3","3/24/2025 02:43 PM","L1","941010003798873"
"A0058214995","Dog","Pauly D.","03 year(s) 00 month(s) 02 day(s)"," Grey / Tan Terrier, Pit Bull / Mix","Available","Foster","Foster Home","3/31/2023 12:00 AM","N","46","3","3/30/2025 07:07 PM","L1","941010003949532"
"A0058215215","Dog","Nash","04 year(s) 00 month(s) 02 day(s)"," Tan / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","3/31/2022 12:00 AM","N","52","3","8/22/2025 11:03 AM","L2-OA/JM","941010003942782"
"A0058231619","Dog","Coral","08 year(s) 11 month(s) 30 day(s)"," Fawn / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","4/3/2017 12:00 AM","S","59","3","8/28/2025 04:31 PM","L1- OD","982091067135630"
"A0058233085","Dog","Lacie","02 year(s) 00 month(s) 00 day(s)"," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 088","A1","4/2/2024 12:00 AM","S","54","3","3/19/2026 01:25 PM","L1","941010003955703"
"A0058240878","Dog","Amelia","04 year(s) 11 month(s) 30 day(s)","Brindle Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","4/3/2021 12:00 AM","S","38","3","4/5/2025 03:19 PM","L1","941010003638713"
"A0058252924","Dog","Syrup","01 year(s) 11 month(s) 28 day(s)"," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","4/5/2024 12:00 AM","S","44","3","4/5/2025 02:02 PM","L1","941010002360844"
"A0058256030","Dog","Phattsoo","05 year(s) 11 month(s) 26 day(s)"," Grey / White Terrier, Pit Bull / Mix","Court","Dogs 204","3","4/7/2020 12:00 AM","F","67","2","4/19/2025 03:11 PM","L1","941010003002679"
"A0058256042","Dog","Diesel","04 year(s) 11 month(s) 27 day(s)"," Grey / White Terrier, Pit Bull / Mix","Court","Dog Quarantine","A1","4/6/2021 12:00 AM","M","67","1","4/19/2025 03:14 PM","L1","941010003056747"
"A0058334939","Dog","Baby Feet","03 year(s) 11 month(s) 10 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Bite Quarantine - Not Visible","Dogs 204","4","4/23/2022 12:00 AM","F","46.4","1","4/17/2025 09:48 AM","STAFF ONLY",""
"A0058337943","Dog","Mia","05 year(s) 10 month(s) 28 day(s)"," Brindle / Black Terrier, Pit Bull / Mix","Priority","Foster","Foster Home","5/5/2020 12:00 AM","S","68","3","1/23/2026 03:14 PM","L1","941010003682117"
"A0058340859","Dog","Erin","03 year(s) 11 month(s) 12 day(s)"," Brown / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","4/21/2022 12:00 AM","S","55.4","3","4/20/2025 11:29 AM","L1-MG","941010003045994"
"A0058341548","Dog","Bella","05 year(s) 11 month(s) 12 day(s)"," Brown Terrier, Pit Bull / Mix","Microchip","Dogs 506","A2","4/21/2020 12:00 AM","F","52","1","3/28/2026 09:21 PM","L1","941010003012721"
"A0058360897","Dog","Hachiya","02 year(s) 11 month(s) 09 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","4/24/2023 12:00 AM","S","51","3","4/23/2025 02:00 PM","L2-SF","941010003678357"
"A0058428732","Dog","Little Dipper","01 year(s) 05 month(s) 30 day(s)","Brindle Brindle Great Dane / Mix","Available","Foster","Foster Home","10/3/2024 12:00 AM","S","74.6","3","8/18/2025 03:00 PM","L2-SF","941010002997055"
"A0058455126","Dog","Plankton","02 year(s) 10 month(s) 26 day(s)"," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","5/7/2023 12:00 AM","N","65.8","3","5/7/2025 04:15 PM","L1","941010002441644"
"A0058467643","Dog","spongebob","00 year(s) 10 month(s) 26 day(s)"," White Terrier, Pit Bull / Mix","Available","Dogs 403","A2","5/7/2025 12:00 AM","N","43.6","3","3/14/2026 04:35 PM","L1","941010003874891"
"A0058491085","Dog","Mona","06 year(s) 10 month(s) 20 day(s)"," Brown Terrier, American Pit Bull / Mix","Available","Clinic","Clinic","5/13/2019 12:00 AM","S","57","3","5/13/2025 01:14 PM","L1","941010003870276"
"A0058492824","Dog","Shea","02 year(s) 04 month(s) 20 day(s)"," White / Tan Terrier, Pit Bull","Available","Foster","Foster Home","11/13/2023 12:00 AM","S","48.8","3","5/13/2025 02:53 PM","L2-SF","941010002352185"
"A0058536166","Dog","Chocolate Swirl","01 year(s) 10 month(s) 12 day(s)"," Brown / White Terrier, American Pit Bull / Mix","Priority","Foster","Foster Home","5/21/2024 12:00 AM","S","57.8","3","7/29/2025 04:35 PM","L2 - LR","941010003962165"
"A0058546968","Dog","Duma","01 year(s) 06 month(s) 11 day(s)","Brindle Black / Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 601","8","9/22/2024 12:00 AM","N","32","3","2/18/2026 12:25 PM","L1","941010003016766"
"A0058559877","Dog","Sagey","01 year(s) 05 month(s) 19 day(s)"," Black Mixed Breed, Small (under 24 lbs fully grown) / Mix","Available","Foster","Foster Home","10/14/2024 12:00 AM","S","53.6","2","10/12/2025 02:56 PM","L1","941010003834324"
"A0058577701","Dog","California","12 year(s) 10 month(s) 06 day(s)"," Brindle / White Cane Corso / Mix","Court","Dogs 202","1","5/27/2013 12:00 AM","F","135","1","5/27/2025 11:36 AM","L3-BR/ SD",""
"A0058577807","Dog","Texas","05 year(s) 10 month(s) 06 day(s)"," White Bulldog, French / Mix","Court","Dog ISO 153","B3","5/27/2020 12:00 AM","M","22.2","1","5/27/2025 12:01 PM","L1",""
"A0058577837","Dog","Montana","03 year(s) 10 month(s) 05 day(s)"," Cream Bulldog, French / Mix","Court","Dog ISO 153","A7","5/28/2022 12:00 AM","S","23","1","5/27/2025 11:54 AM","L1",""
"A0058577894","Dog","Tennessee","02 year(s) 04 month(s) 06 day(s)","Merle Brown / White Bulldog, French / Mix","Court","Dog ISO 153","A6","11/27/2023 12:00 AM","F","26.1","1","5/27/2025 01:13 PM","L1",""
"A0058577922","Dog","Alaska","02 year(s) 10 month(s) 06 day(s)","Merle Grey Bulldog, French / Mix","Court","Dog ISO 153","B5","5/27/2023 12:00 AM","S","21.8","1","5/27/2025 12:11 PM","L1",""
"A0058577947","Dog","Utah","06 year(s) 10 month(s) 06 day(s)"," Brown Bulldog, French / Mix","Court","Dog ISO 153","B4","5/27/2019 12:00 AM","F","19","1","5/27/2025 12:08 PM","L1",""
"A0058577981","Dog","Virginia","02 year(s) 10 month(s) 06 day(s)"," Brown / Black Bulldog, French / Mix","Court","Dog ISO 153","A4","5/27/2023 12:00 AM","F","24","1","5/27/2025 01:18 PM","L2-SF",""
"A0058578010","Dog","Washington","04 year(s) 10 month(s) 06 day(s)","Merle Grey / Black Bulldog, French / Mix","Court","Dog ISO 153","A2","5/27/2021 12:00 AM","M","29.2","1","5/27/2025 01:09 PM","L2 - OA",""
"A0058578043","Dog","Nebraska","10 year(s) 10 month(s) 06 day(s)"," Brindle / White Cane Corso / Mix","Court","Dogs 202","4","5/27/2015 12:00 AM","M","137","1","5/28/2025 11:00 AM","L3 - BR / SD",""
"A0058578124","Dog","Maryland","04 year(s) 10 month(s) 06 day(s)"," White Bulldog, French / Mix","Court","Dog ISO 153","A1","5/27/2021 12:00 AM","F","28","1","5/27/2025 01:27 PM","L1",""
"A0058578173","Dog","New Jersey","02 year(s) 10 month(s) 06 day(s)"," Brindle / White Bulldog, French / Mix","Court","Dog ISO 153","B2","5/27/2023 12:00 AM","M","28","1","5/27/2025 12:01 PM","L1",""
"A0058578208","Dog","Georgia","02 year(s) 10 month(s) 06 day(s)","Merle Grey / White Bulldog, French / Mix","Court","Dog ISO 153","A6","5/27/2023 12:00 AM","F","24","1","5/27/2025 11:45 AM","L1",""
"A0058578273","Dog","Mississippi","02 year(s) 10 month(s) 06 day(s)"," Grey / Brindle Bulldog, French / Mix","Court","Dog ISO 153","A7","5/27/2023 12:00 AM","F","22","1","5/27/2025 11:49 AM","L1",""
"A0058578305","Dog","Idaho","03 year(s) 10 month(s) 06 day(s)","Merle Brown / Black Bulldog, French / Mix","Court","Dog ISO 156","C6","5/27/2022 12:00 AM","M","29","1","5/27/2025 11:51 AM","L1",""
"A0058578335","Dog","New York","04 year(s) 10 month(s) 06 day(s)","Merle Tan / Brown Bulldog, French / Mix","Court","Dog ISO 153","A3","5/27/2021 12:00 AM","M","30.8","2","5/27/2025 11:53 AM","L2 - SF",""
"A0058578397","Dog","Rhode Island","01 year(s) 07 month(s) 06 day(s)"," Tan / Cream Bulldog, French / Mix","Court","Dog ISO 153","B1","8/27/2024 12:00 AM","F","17.2","1","5/27/2025 11:55 AM","L1",""
"A0058578454","Dog","Dakota","01 year(s) 07 month(s) 06 day(s)"," Brindle Bulldog, French / Mix","Court","Dog ISO 153","B7","8/27/2024 12:00 AM","F","18","1","5/27/2025 11:59 AM","L1",""
"A0058578487","Dog","Maine","01 year(s) 07 month(s) 06 day(s)"," Brown / Black Bulldog, French / Mix","Court","Dog ISO 153","B6","8/27/2024 12:00 AM","F","18","1","5/27/2025 11:56 AM","L1",""
"A0058578550","Dog","New Mexico","01 year(s) 07 month(s) 06 day(s)"," Tan / White Bulldog, French / Mix","Court","Dog ISO 153","A5","8/27/2024 12:00 AM","F","21","1","5/27/2025 11:58 AM","L1",""
"A0058579660","Dog","Ohio","01 year(s) 02 month(s) 06 day(s)"," Grey Cane Corso / Mix","Court","Dog ISO 156","K1","1/27/2025 12:00 AM","M","45","2","5/27/2025 12:09 PM","L2-RG/LB",""
"A0058579697","Dog","Arizona","01 year(s) 02 month(s) 06 day(s)"," Brown / Black Cane Corso / Mix","Court","Foster","Foster Home","1/27/2025 12:00 AM","F","23","1","5/27/2025 12:10 PM","L1",""
"A0058579871","Dog","Denali Frankfurt","05 year(s) 10 month(s) 05 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","5/28/2020 12:00 AM","N","55.4","3","5/27/2025 12:07 PM","L1",""
"A0058602321","Dog","Farina","10 year(s) 10 month(s) 04 day(s)"," Tan / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","5/29/2015 12:00 AM","S","41.2","3","5/29/2025 05:30 PM","L1","982000364938448"
"A0058607230","Dog","Phineas","02 year(s) 10 month(s) 02 day(s)"," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","5/31/2023 12:00 AM","N","63.4","3","5/30/2025 01:25 PM","L2 - SF","941010003811352"
"A0058607804","Dog","Flint Flash","02 year(s) 04 month(s) 01 day(s)"," Chestnut Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/1/2023 12:00 AM","N","43","3","1/8/2026 12:11 PM","L1 - EA","941010002442859"
"A0058609148","Dog","Miss Lyle","06 year(s) 10 month(s) 02 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","5/31/2019 12:00 AM","S","68","3","5/30/2025 03:39 PM","L3-OA/BR","941010004628607"
"A0058613596","Dog","Gumdrop Button","04 year(s) 07 month(s) 10 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","8/23/2021 12:00 AM","S","46.6","3","5/31/2025 01:30 PM","L2-SD","941010003885117"
"A0058625088","Dog","Canelo","03 year(s) 09 month(s) 30 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","6/3/2022 12:00 AM","N","64.8","3","6/2/2025 04:23 PM","L3-SF/BR","941010003680587"
"A0058638071","Dog","Chocolate Shake","08 year(s) 09 month(s) 28 day(s)"," Chocolate / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","6/5/2017 12:00 AM","S","78.4","3","8/10/2025 02:32 PM","L1","941010003992067"
"A0058638515","Dog","Draco","05 year(s) 09 month(s) 29 day(s)"," Brindle / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","6/4/2020 12:00 AM","N","45","3","6/4/2025 12:06 PM","L2-SF","985112011894752"
"A0058648841","Dog","Mangorita","02 year(s) 09 month(s) 27 day(s)"," Brindle / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","6/6/2023 12:00 AM","S","39","1","6/5/2025 02:14 PM","L2-SF","941010003954862"
"A0058652764","Dog","Lips","02 year(s) 09 month(s) 27 day(s)"," White / Black Terrier, Pit Bull / Mix","Available","Foster","Foster Home","6/6/2023 12:00 AM","S","48","3","6/5/2025 08:30 PM","L1","941010003939783"
